,Reg no.,Name,Incorp-orated,Dissolved,Type
244,0002018,"POTTINGER AND COMPANY, LIMITED",1946-08-09,1957-02-22,"Ltd by guarantee"
245,0002093,"PREMIER LAND AND INVESTMENT COMPANY LIMITED (THE)",1946-08-22,1953-03-06,"Ltd by guarantee"
246,0002148,"PRODUCE EXPORT COMPANY (HARBIN) LIMITED (THE)",1946-09-19,1952-08-01,"Ltd by guarantee"
247,0002014,"PROVIDENT TRUSTEES LIMITED",1946-08-09,1985-05-27,"Private, ltd by shares"
248,0001855,"RELIANCE EXPRESS COMPANY LIMITED",1946-06-12,1966-11-23,"Private, ltd by shares"
249,0001982,"REPAH RUBBER AND TAPIOCA ESTATES, LIMITED",1946-08-09,1960-09-16,"Ltd by guarantee"
250,0002183,"REVIEW PUBLISHING COMPANY LIMITED",1946-11-19,,"Private, ltd by shares"
251,0002161,"RIELLEY, SIMMONS AND MILNE, LIMITED",1946-10-25,1951-03-16,"Ltd by guarantee"
252,0002155,"RIVERS COURT ESTATES, LIMITED",1946-09-19,1982-01-29,"Private, ltd by shares"
253,0002038,"ROBINSON PIANO COMPANY LIMITED (THE) (d1950-09-13)",1946-08-22,1950-09-13,"Ltd by guarantee"
254,0001912,"ROY FARRELL EXPORT IMPORT COMPANY (HONG KONG) LIMITED (THE)",1946-08-28,1960-01-08,"Private, ltd by shares"
255,0001891,"ROYAL DOULTON ASIA PACIFIC LIMITED",1946-07-23,2012-11-16,"Private, ltd by shares"
256,0001983,"RUBBER TRUST, LIMITED",1946-08-09,1999-05-05,"Public, ltd by shares"
257,0002046,"S. J. DAVID &amp; COMPANY, LIMITED",1946-08-22,1961-07-05,"Private, ltd by shares"
258,0002041,"S. MOUTRIE AND COMPANY, LIMITED",1946-08-22,1956-12-03,"Ltd by guarantee"
259,0001828,"S. W. LEE &amp; COMPANY, LIMITED
興華有限公司",1946-04-09,,"Private, ltd by shares"
260,0002193,"S.A. HARDOON AND COMPANY LIMITED",1946-12-10,1997-10-09,"Private, ltd by shares"
261,0001984,"SAMAGAGA RUBBER COMPANY, LIMITED",1946-08-09,1960-09-16,"Ltd by guarantee"
262,0002056,"SAN SING PROPERTIES LIMITED",1946-08-22,1996-05-31,"Public, ltd by shares"
263,0002175,"SAVOY HOTEL, LIMITED (THE)",1946-11-29,1950-10-20,"Ltd by guarantee"
264,0002080,"SCOTCH DAIRIES LIMITED",1946-08-22,1954-02-19,"Ltd by guarantee"
265,0001923,"SCOTT AND ENGLISH LIMITED",1946-09-09,1976-04-30,"Private, ltd by shares"
266,0002101,"SCOTT, HARDING AND COMPANY LIMITED",1946-08-22,1954-05-21,"Ltd by guarantee"
267,0001985,"SEMAMBU RUBBER ESTATES, LIMITED",1946-08-09,1957-10-28,"Ltd by guarantee"
268,0001862,"SERENE PALM LIMITED",1946-06-20,,"Private, ltd by shares"
269,0002172,"SHANGHAI CLUB (THE)",1946-11-29,1963-11-08,"Ltd by guarantee"
270,0002055,"SHANGHAI ESTATES AND FINANCE CO., LIMITED",1946-08-22,1991-10-25,"Private, ltd by shares"
271,0002114,"SHANGHAI EXPLORATION AND DEVELOPMENT CO. LIMITED (THE)",1946-08-22,1992-10-03,"Public, ltd by shares"
272,0002094,"SHANGHAI KEDAH PLANTATIONS, LIMITED (THE)",1946-08-22,1956-02-22,"Ltd by guarantee"
273,0002170,"SHANGHAI MANUFACTURING AND LUMBER COMPANY LIMITED",1946-10-25,1951-04-27,"Ltd by guarantee"
274,0002095,"SHANGHAI PAHANG RUBBER ESTATE, LIMITED (THE)",1946-08-22,1956-02-22,"Ltd by guarantee"
275,0002106,"SHANGHAI PHARMACY, LIMITED (THE)",1946-08-22,1958-03-14,"Private, ltd by shares"
276,0002077,"SHANGHAI PILOT BOAT COMPANY (1938) LIMITED",1946-08-22,1951-08-29,"Ltd by guarantee"
277,0002059,"SHANGHAI PROPERTIES, LIMITED",1946-08-22,1951-08-03,"Ltd by guarantee"
278,0002149,"SHANGHAI VACUUM CLEANING AND STORAGE COMPANY LIMITED (THE)",1946-09-19,1957-07-12,"Ltd by guarantee"
279,0002124,"SHANGHAI WATERWORKS FITTINGS COMPANY LIMITED (THE)",1946-08-22,1953-01-15,"Ltd by guarantee"
280,0002020,"SHANGHAI WORSTED MILL LIMITED",1946-08-09,1992-09-19,"Private, ltd by shares"
281,0001986,"SHANGHAI-MALAY RUBBER ESTATES, LIMITED (THE)",1946-08-09,1960-04-30,"Ltd by guarantee"
282,0002118,"SHANGHAI-SUMATRA RUBBER ESTATES, LIMITED (THE)",1946-08-22,1968-12-11,"Ltd by guarantee"
283,0001962,"SHING KEE TRANSPORTATION COMPANY, LIMITED
勝記運輸有限公司",1946-10-23,1999-07-23,"Private, ltd by shares"
284,0002129,"SHIP BREAKERS, LIMITED",1946-08-22,1966-02-25,"Ltd by guarantee"
285,0001895,"SIN LIEN LAND INVESTMENT COMPANY (HONG KONG) LIMITED",1946-07-29,1953-09-18,"Private, ltd by shares"
286,0001853,"SINE LABORATORIES COMPANY, (HONG KONG) LIMITED (THE)",1946-06-08,1954-03-18,"Private, ltd by shares"
287,0001900,"SINO-AMERICAN TRADING COMPANY LIMITED",1946-08-07,1950-08-04,"Private, ltd by shares"
288,0002076,"SINO-BRITISH DEVELOPMENT SYNDICATE LIMITED",1946-08-22,1952-04-25,"Ltd by guarantee"
289,0002113,"SLOWE AND COMPANY, LIMITED",1946-08-22,1957-01-04,"Ltd by guarantee"
290,0001886,"SOUTH CHINA COMMERCIAL BANK LIMITED",1946-07-17,1950-05-26,"Private, ltd by shares"
291,0001869,"SOUTH CHINA INVESTMENT AND TRADING COMPANY, LIMITED (THE)",1946-06-27,1996-02-09,"Private, ltd by shares"
292,0002158,"SOUTH CHINA LAND COMPANY LIMITED (THE)",1946-09-19,1952-11-21,"Ltd by guarantee"
293,0002180,"SOUTH CHINA TEXTILE, LIMITED
大南紡織有限公司",1946-11-07,,"Private, ltd by shares"
294,0001908,"SOUTH SEA INDUSTRIAL BANK LIMITED",1946-08-22,1950-07-28,"Private, ltd by shares"
295,0001851,"SOUTH WEST DEVELOPMENT LIMITED (d1958-12-19)",1946-06-07,1958-12-19,"Private, ltd by shares"
296,0001959,"SOUTH WEST INDUSTRIAL COMPANY, LIMITED",1946-10-17,1957-08-02,"Private, ltd by shares"
297,0002121,"STANDARD EXPORT COMPANY LIMITED (THE)",1946-08-22,1953-10-30,"Ltd by guarantee"
298,0002102,"STARR, DUFF &amp; SMITH, LIMITED",1946-08-22,1952-08-28,"Ltd by guarantee"
299,0001987,"SUA MANGGIS RUBBER COMPANY, LIMITED",1946-08-09,1954-09-30,"Ltd by guarantee"
300,0002133,"SUMMERS AND COMPANY LIMITED",1946-08-22,1979-02-22,"Private, ltd by shares"
301,0001902,"SUN WAY AND COMPANY (HONG KONG) LIMITED",1946-08-12,1971-02-26,"Private, ltd by shares"
302,0002050,"SUNGALA LIMITED
宋加喇有限公司",1946-08-22,1995-12-03,"Public, ltd by shares"
303,0002096,"SUNGEI DURI RUBBER ESTATE, LIMITED (THE)",1946-08-22,1956-02-22,"Ltd by guarantee"
304,0001887,"SWIRE (MARITIME) LIMITED",1946-07-17,1991-07-12,"Private, ltd by shares"
305,0001879,"SZE WO AND COMPANY, LIMITED",1946-07-09,1951-05-03,"Private, ltd by shares"
306,0001846,"T. H. LEE &amp; COMPANY, LIMITED
天利行有限公司",1946-05-29,,"Private, ltd by shares"
307,0001906,"TA CHUNG PAO, LIMITED",1946-08-20,1951-09-14,"Private, ltd by shares"
308,0001903,"TA HING CO. (H.K.) LIMITED",1946-08-12,2000-06-16,"Private, ltd by shares"
309,0001930,"TAI ON STEAM NAVIGATION COMPANY., LIMITED",1946-09-16,1995-12-22,"Private, ltd by shares"
310,0001890,"TAI TUNG HOTELS, LIMITED",1946-07-19,1966-10-20,"Private, ltd by shares"
311,0001942,"TAK CHEONG WO KEE FEATHER WORKS, LIMITED",1946-10-01,1971-08-27,"Private, ltd by shares"
312,0001889,"TAK KEE SHIPPING &amp; TRADING CO., LIMITED
德記船務貿易有限公司",1946-07-19,1998-08-27,"Private, ltd by shares"
313,0001874,"TAK SHING, LIMITED",1946-07-04,1957-12-17,"Private, ltd by shares"
314,0001834,"TAKLEY COMPANY LIMITED",1946-04-24,1969-07-25,"Private, ltd by shares"
315,0002197,"TALAN AND COMPANY LIMITED",1946-12-19,1959-07-24,"Private, ltd by shares"
316,0002029,"TALATI ESTATES, LIMITED",1946-08-09,1971-04-30,"Private, ltd by shares"
317,0002100,"TANAH MERAH ESTATES (1916) LIMITED (THE)",1946-08-22,1956-02-22,"Ltd by guarantee"
318,0002034,"TAYLOR GARAGE LIMITED",1946-08-22,1952-08-08,"Ltd by guarantee"
319,0001994,"TEBONG RUBBER ESTATE, LIMITED",1946-08-09,1960-09-16,"Ltd by guarantee"
320,0001835,"TECK SOON HONG, LIMITED (b1946-04-29)
德信行有限公司",1946-04-29,,"Private, ltd by shares"
321,0001993,"TIENTSIN ANLEE EXPORT COMPANY, LIMITED",1946-08-09,1958-08-20,"Ltd by guarantee"
322,0002141,"TIENTSIN INVESTMENT TRUST LIMITED",1946-09-19,1957-03-22,"Ltd by guarantee"
323,0001997,"TIENTSIN LAND INVESTMENT COMPANY, LIMITED (THE)",1946-08-09,1953-05-15,"Ltd by guarantee"
324,0002023,"TIENTSIN PRESS LIMITED",1946-08-09,1957-03-22,"Ltd by guarantee"
325,0001893,"TOMIN ENTERPRISES LIMITED
通明無線電機行有限公司",1946-07-23,1989-02-11,"Private, ltd by shares"
326,0001837,"TRADEWINDS COMPANY, LIMITED
貿豐行有限公司",1946-04-30,1994-06-24,"Private, ltd by shares"
327,0001938,"TSEN HO BANK LIMITED (THE)",1946-09-24,1950-05-05,"Private, ltd by shares"
328,0001941,"TUNG SING INVESTMENT COMPANY, LIMITED",1946-10-01,1950-11-17,"Private, ltd by shares"
329,0001824,"UCM (HONG KONG) LIMITED",1946-01-29,2004-09-10,"Private, ltd by shares"
330,0002199,"UNINATION TRADING COMPANY LIMITED (THE)",1946-12-24,1980-06-26,"Private, ltd by shares"
331,0002057,"UNION BREWERY LIMITED",1946-08-22,1996-04-26,"Public, ltd by shares"
332,0002195,"UNION CERAMIC INDUSTRIES COMPANY LIMITED",1946-12-10,1968-12-27,"Private, ltd by shares"
333,0001943,"UNITED DEVELOPMENT COMPANY (CHINA) LIMITED",1946-10-04,1950-03-31,"Private, ltd by shares"
334,0001843,"UNITED DEVELOPMENT COMPANY LIMITED",1946-05-15,1994-06-24,"Private, ltd by shares"
335,0002179,"UNITED INDIA COTTON CORPORATION LIMITED (THE)",1946-11-06,1952-12-19,"Private, ltd by shares"
336,0001832,"UNITED OVERSEAS IMPORTS-EXPORTS (CHINA) CORPORATION LIMITED",1946-04-23,1952-04-14,"Private, ltd by shares"
337,0002187,"UNITED PAPER COMPANY LIMITED",1946-11-28,2010-10-02,"Private, ltd by shares"
338,0002191,"UNITED TRADERS LIMITED (d1954-06-11)",1946-12-04,1954-06-11,"Private, ltd by shares"
339,0001859,"VAN LEER'S (HONG KONG) LIMITED",1946-06-18,1962-04-15,"Private, ltd by shares"
340,0001831,"VICTORIA DISPENSARY LIMITED",1946-04-17,1967-05-26,"Private, ltd by shares"
341,0002151,"VICTORIA HOTEL LIMITED (THE) (d1959-03-20)",1946-09-19,1959-03-20,"Ltd by guarantee"
342,0001910,"VOH KEE CONSTRUCTION COMPANY(HONG KONG) LIMITED",1946-08-23,1955-05-27,"Private, ltd by shares"
343,0001852,"WAH YING SHIPPING COMPANY LIMITED",1946-06-08,1947-10-05,"Private, ltd by shares"
344,0001934,"WAN FUNG COMPANY, LIMITED",1946-09-21,1976-05-28,"Private, ltd by shares"
345,0001842,"WANG SHUN INVESTMENT COMPANY LIMITED",1946-05-14,1954-12-15,"Private, ltd by shares"
346,0002186,"WATKINS COMPANY LIMITED",1946-11-28,1994-08-26,"Private, ltd by shares"
347,0001949,"WELLCOME COMPANY LIMITED
惠康有限公司",1946-10-08,,"Private, ltd by shares"
348,0002127,"WHANGPOO STEAMSHIP COMPANY LIMITED",1946-08-22,1977-09-30,"Private, ltd by shares"
349,0002119,"WHEELOCK AND COMPANY LIMITED
會德豐有限公司",1946-08-22,,"Private, ltd by shares"
350,0002125,"WHEELOCK MARITIME INTERNATIONAL LIMITED",1946-08-22,2000-03-09,"Public, ltd by shares"
351,0002130,"WHITES SHIPYARD (HONG KONG) LIMITED",1946-08-22,1965-12-31,"Ltd by guarantee"
352,0001830,"WILHELMSEN LINES (JAPAN) LIMITED",1946-04-17,2002-07-12,"Private, ltd by shares"
353,0002016,"WILLIAM FORBES AND COMPANY, LIMITED",1946-08-09,1959-05-15,"Ltd by guarantee"
354,0002028,"WILSON AND COMPANY, LIMITED",1946-08-09,1957-01-18,"Ltd by guarantee"
355,0002196,"WING COFFEE COMPANY (H.K.) LIMITED
香港永興㗎啡有限公司",1946-12-10,1998-11-10,"Private, ltd by shares"
356,0001845,"WING KIN CONSTRUCTION COMPANY, LIMITED
永堅建築有限公司",1946-05-29,1994-07-29,"Private, ltd by shares"
357,0001937,"WISNER AND COMPANY LIMITED",1946-09-02,1958-09-26,"Private, ltd by shares"
358,0001920,"WO ON TAI COMPANY LIMITED",1946-09-07,1950-06-02,"Private, ltd by shares"
359,0002104,"WOODCRAFT WORKS LIMITED",1946-08-22,1994-08-26,"Private, ltd by shares"
360,0001901,"WORLD TRADING COMPANY, LIMITED",1946-08-12,1955-05-27,"Private, ltd by shares"
361,0001897,"YOUNG HWA &amp; COMPANY, (HONG KONG) LIMITED",1946-08-01,2007-08-17,"Private, ltd by shares"
362,0001885,"YU TUNG TAI LIMITED",1946-07-17,1984-09-28,"Private, ltd by shares"
363,0001907,"YUEN WING TAI, LIMITED (THE)",1946-08-22,1957-03-15,"Private, ltd by shares"
364,0001848,"ZENITH AGENCIES LIMITED (THE)",1946-05-31,1953-06-15,"Private, ltd by shares"
365,0001995,"ZIANGBE RUBBER COMPANY, LIMITED (THE)",1946-08-09,1955-10-12,"Ltd by guarantee"
